county_name,candidate_id,election_day,absentee_by_mail,advance_in_person,provisional,total_votes,result_id
Thomas,86c4b8db0e614c12343f89ce974b91902e787f1fbd798005af0f140b51d7b929,4302,428,6495,3,11228,Thomas86c4b8db0e614c12343f89ce974b91902e787f1fbd798005af0f140b51d7b929
Tift,86c4b8db0e614c12343f89ce974b91902e787f1fbd798005af0f140b51d7b929,3634,344,5597,9,9584,Tift86c4b8db0e614c12343f89ce974b91902e787f1fbd798005af0f140b51d7b929
Toombs,86c4b8db0e614c12343f89ce974b91902e787f1fbd798005af0f140b51d7b929,2540,342,3731,2,6615,Toombs86c4b8db0e614c12343f89ce974b91902e787f1fbd798005af0f140b51d7b929
Towns,86c4b8db0e614c12343f89ce974b91902e787f1fbd798005af0f140b51d7b929,1448,309,3620,6,5383,Towns86c4b8db0e614c12343f89ce974b91902e787f1fbd798005af0f140b51d7b929
Treutlen,86c4b8db0e614c12343f89ce974b91902e787f1fbd798005af0f140b51d7b929,611,107,1090,1,1809,Treutlen86c4b8db0e614c12343f89ce974b91902e787f1fbd798005af0f140b51d7b929
Troup,86c4b8db0e614c12343f89ce974b91902e787f1fbd798005af0f140b51d7b929,6782,692,8169,107,15750,Troup86c4b8db0e614c12343f89ce974b91902e787f1fbd798005af0f140b51d7b929
Turner,86c4b8db0e614c12343f89ce974b91902e787f1fbd798005af0f140b51d7b929,609,55,1430,1,2095,Turner86c4b8db0e614c12343f89ce974b91902e787f1fbd798005af0f140b51d7b929
Twiggs,86c4b8db0e614c12343f89ce974b91902e787f1fbd798005af0f140b51d7b929,1154,87,793,1,2035,Twiggs86c4b8db0e614c12343f89ce974b91902e787f1fbd798005af0f140b51d7b929
Union,86c4b8db0e614c12343f89ce974b91902e787f1fbd798005af0f140b51d7b929,3341,449,6059,3,9852,Union86c4b8db0e614c12343f89ce974b91902e787f1fbd798005af0f140b51d7b929
Upson,86c4b8db0e614c12343f89ce974b91902e787f1fbd798005af0f140b51d7b929,1719,308,5261,4,7292,Upson86c4b8db0e614c12343f89ce974b91902e787f1fbd798005af0f140b51d7b929
Walker,86c4b8db0e614c12343f89ce974b91902e787f1fbd798005af0f140b51d7b929,7302,681,10960,7,18950,Walker86c4b8db0e614c12343f89ce974b91902e787f1fbd798005af0f140b51d7b929
Walton,86c4b8db0e614c12343f89ce974b91902e787f1fbd798005af0f140b51d7b929,15918,1228,13955,24,31125,Walton86c4b8db0e614c12343f89ce974b91902e787f1fbd798005af0f140b51d7b929
Ware,86c4b8db0e614c12343f89ce974b91902e787f1fbd798005af0f140b51d7b929,3671,358,4479,5,8513,Ware86c4b8db0e614c12343f89ce974b91902e787f1fbd798005af0f140b51d7b929
Warren,86c4b8db0e614c12343f89ce974b91902e787f1fbd798005af0f140b51d7b929,303,75,613,0,991,Warren86c4b8db0e614c12343f89ce974b91902e787f1fbd798005af0f140b51d7b929
Washington,86c4b8db0e614c12343f89ce974b91902e787f1fbd798005af0f140b51d7b929,1779,256,2103,11,4149,Washington86c4b8db0e614c12343f89ce974b91902e787f1fbd798005af0f140b51d7b929
Wayne,86c4b8db0e614c12343f89ce974b91902e787f1fbd798005af0f140b51d7b929,3408,310,4429,6,8153,Wayne86c4b8db0e614c12343f89ce974b91902e787f1fbd798005af0f140b51d7b929
Webster,86c4b8db0e614c12343f89ce974b91902e787f1fbd798005af0f140b51d7b929,241,66,323,0,630,Webster86c4b8db0e614c12343f89ce974b91902e787f1fbd798005af0f140b51d7b929
Wheeler,86c4b8db0e614c12343f89ce974b91902e787f1fbd798005af0f140b51d7b929,669,94,655,3,1421,Wheeler86c4b8db0e614c12343f89ce974b91902e787f1fbd798005af0f140b51d7b929
White,86c4b8db0e614c12343f89ce974b91902e787f1fbd798005af0f140b51d7b929,4042,482,5227,10,9761,White86c4b8db0e614c12343f89ce974b91902e787f1fbd798005af0f140b51d7b929
Whitfield,86c4b8db0e614c12343f89ce974b91902e787f1fbd798005af0f140b51d7b929,11057,751,9708,21,21537,Whitfield86c4b8db0e614c12343f89ce974b91902e787f1fbd798005af0f140b51d7b929
Wilcox,86c4b8db0e614c12343f89ce974b91902e787f1fbd798005af0f140b51d7b929,993,164,939,0,2096,Wilcox86c4b8db0e614c12343f89ce974b91902e787f1fbd798005af0f140b51d7b929
Wilkes,86c4b8db0e614c12343f89ce974b91902e787f1fbd798005af0f140b51d7b929,1161,88,1320,3,2572,Wilkes86c4b8db0e614c12343f89ce974b91902e787f1fbd798005af0f140b51d7b929
Wilkinson,86c4b8db0e614c12343f89ce974b91902e787f1fbd798005af0f140b51d7b929,1490,81,761,1,2333,Wilkinson86c4b8db0e614c12343f89ce974b91902e787f1fbd798005af0f140b51d7b929
Worth,86c4b8db0e614c12343f89ce974b91902e787f1fbd798005af0f140b51d7b929,3401,166,2578,7,6152,Worth86c4b8db0e614c12343f89ce974b91902e787f1fbd798005af0f140b51d7b929
Appling,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,677,159,598,0,1434,Appling08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Atkinson,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,367,30,299,1,697,Atkinson08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Bacon,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,268,37,303,0,608,Bacon08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Baker,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,319,69,261,1,650,Baker08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Baldwin,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,3143,724,4099,4,7970,Baldwin08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Banks,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,352,40,292,0,684,Banks08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Barrow,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,2832,371,3377,0,6580,Barrow08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Bartow,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,4051,440,3715,6,8212,Bartow08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Ben Hill,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,670,117,1311,3,2101,Ben Hill08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Berrien,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,508,90,444,5,1047,Berrien08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Bibb,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,16118,2241,18265,163,36787,Bibb08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Bleckley,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,479,113,502,7,1101,Bleckley08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Brantley,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,304,42,273,0,619,Brantley08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Brooks,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,1041,460,1003,24,2528,Brooks08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Bryan,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,1465,235,2312,2,4014,Bryan08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Bulloch,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,3961,430,4851,19,9261,Bulloch08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Burke,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,2484,654,1593,0,4731,Burke08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Butts,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,814,88,1664,0,2566,Butts08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Calhoun,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,751,106,321,1,1179,Calhoun08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Camden,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,2092,466,3364,8,5930,Camden08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Candler,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,380,46,597,3,1026,Candler08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Carroll,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,4983,543,6898,40,12464,Carroll08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Catoosa,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,1650,182,2937,2,4771,Catoosa08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Charlton,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,434,55,513,2,1004,Charlton08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Chatham,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,37801,3116,21310,63,62290,Chatham08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Chattahoochee,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,280,29,284,1,594,Chattahoochee08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Chattooga,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,703,82,827,1,1613,Chattooga08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Cherokee,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,10241,1574,13410,6,25231,Cherokee08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Clarke,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,11898,1648,15991,66,29603,Clarke08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Clay,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,366,69,261,1,697,Clay08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Clayton,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,28567,2179,47341,133,78220,Clayton08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Clinch,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,332,30,323,1,686,Clinch08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Cobb,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,75036,10124,74472,489,160121,Cobb08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Coffee,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,1642,168,2284,0,4094,Coffee08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Colquitt,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,1724,176,1561,2,3463,Colquitt08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Columbia,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,7328,1271,10279,9,18887,Columbia08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Cook,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,910,68,775,0,1753,Cook08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Coweta,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,7282,883,8411,7,16583,Coweta08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Crawford,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,598,95,726,2,1421,Crawford08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Crisp,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,1017,134,1684,2,2837,Crisp08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Dade,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,434,54,477,0,965,Dade08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Dawson,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,379,107,958,4,1448,Dawson08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Decatur,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,1798,240,2066,20,4124,Decatur08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
DeKalb,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,90473,11786,148684,427,251370,DeKalb08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Dodge,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,940,97,800,2,1839,Dodge08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Dooly,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,1026,109,728,9,1872,Dooly08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Dougherty,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,11877,1063,10289,82,23311,Dougherty08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Douglas,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,10769,1148,19059,29,31005,Douglas08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Early,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,1087,213,867,1,2168,Early08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Echols,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,62,2,92,0,156,Echols08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Effingham,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,2360,213,2279,1,4853,Effingham08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Elbert,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,892,194,1421,32,2539,Elbert08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Emanuel,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,1326,114,993,2,2435,Emanuel08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Evans,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,410,60,660,0,1130,Evans08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Fannin,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,634,204,1082,3,1923,Fannin08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Fayette,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,6724,1156,15389,15,23284,Fayette08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Floyd,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,3551,523,5053,32,9159,Floyd08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Forsyth,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,6509,1253,15686,14,23462,Forsyth08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Franklin,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,633,87,523,0,1243,Franklin08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Fulton,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,104280,14136,177683,952,297051,Fulton08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Gilmer,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,691,149,1121,4,1965,Gilmer08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Glascock,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,75,15,48,0,138,Glascock08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Glynn,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,4685,747,6309,34,11775,Glynn08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Gordon,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,1432,157,1587,5,3181,Gordon08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Grady,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,1199,107,1699,8,3013,Grady08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Greene,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,1171,391,1633,4,3199,Greene08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Gwinnett,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,77090,7498,80576,989,166153,Gwinnett08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Habersham,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,592,203,1688,0,2483,Habersham08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Hall,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,7161,1081,7920,18,16180,Hall08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Hancock,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,1361,303,1031,6,2701,Hancock08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Haralson,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,715,109,650,1,1475,Haralson08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Harris,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,1733,225,2128,0,4086,Harris08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Hart,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,1019,182,1384,0,2585,Hart08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Heard,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,351,70,321,1,743,Heard08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Henry,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,13630,1645,34664,118,50057,Henry08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Houston,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,7537,1085,13860,71,22553,Houston08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Irwin,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,397,40,454,0,891,Irwin08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Jackson,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,1661,152,2656,22,4491,Jackson08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Jasper,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,554,162,828,0,1544,Jasper08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Jeff Davis,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,478,37,386,0,901,Jeff Davis08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Jefferson,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,2001,345,1465,10,3821,Jefferson08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Jenkins,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,529,78,501,15,1123,Jenkins08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Johnson,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,472,150,514,0,1136,Johnson08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Jones,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,1416,325,2220,0,3961,Jones08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Lamar,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,852,146,1269,3,2270,Lamar08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Lanier,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,332,24,449,1,806,Lanier08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Laurens,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,3273,469,3009,1,6752,Laurens08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Lee,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,1491,158,1518,3,3170,Lee08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Liberty,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,3358,340,5833,25,9556,Liberty08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Lincoln,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,479,237,556,1,1273,Lincoln08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Long,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,637,53,666,4,1360,Long08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Lowndes,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,4423,700,9644,297,15064,Lowndes08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Lumpkin,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,502,132,1584,2,2220,Lumpkin08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Macon,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,1295,177,1233,0,2705,Macon08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
Madison,08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c,1054,127,1244,0,2425,Madison08e5ad8dcf96fa2e9936cf2419f0cd5ef7fa6c81da9a38fbec6a572c27aca34c
