county_name,candidate_id,election_day,absentee_by_mail,advance_in_person,provisional,total_votes,result_id
Toombs,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,2659,483,3420,1,6563,Toombs665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Towns,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,1359,332,3451,8,5150,Towns665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Treutlen,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,598,126,1031,2,1757,Treutlen665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Troup,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,8614,1004,9511,169,19298,Troup665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Turner,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,823,70,1518,3,2414,Turner665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Twiggs,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,1546,253,1136,0,2935,Twiggs665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Union,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,2908,530,5692,1,9131,Union665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Upson,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,2177,378,5426,5,7986,Upson665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Walker,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,7316,809,10443,9,18577,Walker665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Walton,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,16181,1466,14402,27,32076,Walton665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Ware,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,3457,457,5059,0,8973,Ware665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Warren,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,623,104,783,1,1511,Warren665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Washington,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,2472,544,2801,13,5830,Washington665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Wayne,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,3174,328,4093,7,7602,Wayne665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Webster,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,336,98,355,1,790,Webster665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Wheeler,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,668,109,642,3,1422,Wheeler665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
White,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,3765,539,5095,11,9410,White665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Whitfield,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,11528,934,9917,24,22403,Whitfield665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Wilcox,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,1060,159,850,0,2069,Wilcox665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Wilkes,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,1441,144,1431,5,3021,Wilkes665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Wilkinson,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,1790,165,1126,3,3084,Wilkinson665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Worth,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,3208,204,2678,9,6099,Worth665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Appling,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,867,86,596,0,1549,Appling3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Atkinson,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,269,16,346,0,631,Atkinson3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Bacon,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,291,25,481,2,799,Bacon3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Baker,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,172,27,126,0,325,Baker3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Baldwin,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,1289,137,1618,3,3047,Baldwin3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Banks,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,725,31,628,0,1384,Banks3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Barrow,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,2261,141,2566,0,4968,Barrow3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Bartow,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,4248,205,3325,3,7781,Bartow3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Ben Hill,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,369,33,954,0,1356,Ben Hill3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Berrien,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,634,47,691,0,1372,Berrien3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Bibb,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,5952,492,5259,41,11744,Bibb3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Bleckley,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,388,33,423,1,845,Bleckley3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Brantley,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,634,32,714,0,1380,Brantley3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Brooks,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,617,112,546,12,1287,Brooks3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Bryan,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,949,70,1418,1,2438,Bryan3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Bulloch,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,2322,158,2313,6,4799,Bulloch3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Burke,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,1066,118,732,0,1916,Burke3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Butts,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,483,34,1221,0,1738,Butts3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Calhoun,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,341,30,160,1,532,Calhoun3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Camden,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,1451,161,2006,2,3620,Camden3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Candler,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,202,20,526,0,748,Candler3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Carroll,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,3748,190,4413,14,8365,Carroll3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Catoosa,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,1666,80,2817,0,4563,Catoosa3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Charlton,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,434,40,464,2,940,Charlton3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Chatham,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,13716,599,6181,20,20516,Chatham3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Chattahoochee,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,162,1,115,1,279,Chattahoochee3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Chattooga,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,786,33,723,1,1543,Chattooga3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Cherokee,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,8111,715,9831,2,18659,Cherokee3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Clarke,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,4044,336,4628,18,9026,Clarke3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Clay,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,127,14,125,1,267,Clay3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Clayton,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,6163,334,8944,39,15480,Clayton3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Clinch,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,194,10,237,0,441,Clinch3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Cobb,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,31389,3128,22784,149,57450,Cobb3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Coffee,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,1097,69,1825,0,2991,Coffee3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Colquitt,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,1464,58,1154,0,2676,Colquitt3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Columbia,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,4642,355,5723,0,10720,Columbia3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Cook,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,574,40,594,0,1208,Cook3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Coweta,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,5360,361,5485,3,11209,Coweta3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Crawford,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,488,33,606,0,1127,Crawford3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Crisp,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,429,50,845,3,1327,Crisp3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Dade,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,612,24,539,1,1176,Dade3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Dawson,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,528,85,1435,1,2049,Dawson3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Decatur,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,1079,90,1395,7,2571,Decatur3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
DeKalb,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,22266,1755,26736,92,50849,DeKalb3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Dodge,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,898,54,642,1,1595,Dodge3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Dooly,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,421,19,353,6,799,Dooly3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Dougherty,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,3917,202,2511,24,6654,Dougherty3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Douglas,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,3664,303,6357,6,10330,Douglas3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Early,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,552,58,507,0,1117,Early3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Echols,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,90,8,141,0,239,Echols3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Effingham,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,1910,89,1829,4,3832,Effingham3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Elbert,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,672,68,870,9,1619,Elbert3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Emanuel,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,858,57,663,1,1579,Emanuel3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Evans,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,244,28,531,0,803,Evans3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Fannin,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,1015,132,1031,1,2179,Fannin3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Fayette,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,4014,366,7372,4,11756,Fayette3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Floyd,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,2851,176,3474,12,6513,Floyd3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Forsyth,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,4650,523,11080,6,16259,Forsyth3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Franklin,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,770,53,783,0,1606,Franklin3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Fulton,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,29449,2578,39968,237,72232,Fulton3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Gilmer,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,1212,81,1325,3,2621,Gilmer3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Glascock,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,99,12,110,0,221,Glascock3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Glynn,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,2911,204,3435,12,6562,Glynn3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Gordon,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,1893,86,1709,3,3691,Gordon3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Grady,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,937,54,1170,2,2163,Grady3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Greene,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,569,99,1005,3,1676,Greene3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Gwinnett,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,27961,2226,22647,272,53106,Gwinnett3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Habersham,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,572,122,2129,2,2825,Habersham3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Hall,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,6344,485,5875,7,12711,Hall3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Hancock,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,418,48,309,0,775,Hancock3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Haralson,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,1233,59,1078,2,2372,Haralson3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Harris,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,1282,69,1376,0,2727,Harris3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Hart,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,875,60,1194,0,2129,Hart3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Heard,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,466,36,347,0,849,Heard3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Henry,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,4906,474,11717,30,17127,Henry3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Houston,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,3687,351,7124,20,11182,Houston3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Irwin,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,456,14,383,0,853,Irwin3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Jackson,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,1869,98,3021,6,4994,Jackson3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Jasper,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,442,39,622,1,1104,Jasper3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Jeff Davis,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,494,25,446,0,965,Jeff Davis3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Jefferson,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,810,73,636,0,1519,Jefferson3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Jenkins,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,281,32,330,2,645,Jenkins3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Johnson,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,338,32,477,0,847,Johnson3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Jones,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,996,64,1445,0,2505,Jones3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Lamar,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,642,63,910,4,1619,Lamar3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Lanier,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,261,9,313,1,584,Lanier3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Laurens,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,2372,191,1960,0,4523,Laurens3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Lee,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,1179,60,1167,1,2407,Lee3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Liberty,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,1175,85,1635,15,2910,Liberty3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Lincoln,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,350,54,443,0,847,Lincoln3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Long,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,397,13,319,2,731,Long3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Lowndes,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,2542,170,4553,110,7375,Lowndes3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Lumpkin,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,545,94,1854,3,2496,Lumpkin3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Macon,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,379,34,447,0,860,Macon3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Madison,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,1084,87,1326,1,2498,Madison3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Marion,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,356,35,290,0,681,Marion3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
McDuffie,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,677,99,1029,0,1805,McDuffie3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
McIntosh,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,570,115,729,1,1415,McIntosh3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Meriwether,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,1201,56,707,3,1967,Meriwether3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Miller,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,262,27,257,2,548,Miller3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Mitchell,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,830,155,752,0,1737,Mitchell3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Monroe,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,1165,76,1226,3,2470,Monroe3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Montgomery,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,478,23,292,0,793,Montgomery3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Morgan,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,751,68,1189,1,2009,Morgan3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Murray,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,1222,42,1072,0,2336,Murray3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Muscogee,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,6618,488,6636,26,13768,Muscogee3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Newton,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,3734,249,3441,0,7424,Newton3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Oconee,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,1544,129,2188,0,3861,Oconee3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Oglethorpe,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,480,56,793,0,1329,Oglethorpe3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Paulding,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,3411,406,7069,4,10890,Paulding3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Peach,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,706,57,1427,1,2191,Peach3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Pickens,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,1099,35,1750,1,2885,Pickens3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Pierce,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,504,36,1222,0,1762,Pierce3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
Pike,3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda,700,50,1143,1,1894,Pike3920c9b2662ea352ae32a275bde1e323003357851b8f7bffa23c443a90041fda
